cpu_utilization,memory_usage,disk_io,network_latency,process_count,thread_count,context_switches,cache_miss_rate,temperature,uptime,power_consumption
5.0,12.42,20.0,22.02,20,239,1000,10.56,31.55,54.06,186.09
50.98,23.51,111.9,24.21,144,1249,5291,14.9,51.03,5176.1,276.31
86.55,35.68,102.92,26.01,213,2207,10920,22.6,59.75,1627.04,317.02
47.61,44.73,101.56,23.33,170,718,4126,15.97,46.39,1.68,254.26
15.48,16.63,31.81,25.16,29,220,1382,9.93,32.08,1383.46,220.91
48.72,46.48,58.72,10.18,103,802,2828,19.85,47.48,1880.16,302.5
84.62,67.21,95.03,10.74,205,677,5680,26.27,60.17,2.05,314.49
39.3,60.31,65.66,6.38,119,1470,5850,16.65,44.62,171.69,226.01
51.56,58.09,78.01,10.62,163,1500,7144,26.26,47.97,25.44,299.58
82.01,73.25,110.55,75.44,238,2029,8875,27.02,59.26,43.58,353.33
5.0,5.0,44.24,10.7,78,570,3009,7.93,32.53,14.47,177.67
49.3,38.76,71.73,16.0,132,1017,4528,20.67,44.88,830.35,248.42
50.53,45.91,100.56,7.75,170,505,3508,17.08,45.53,4970.19,258.58
7.37,5.0,20.0,14.68,43,129,1000,6.72,34.34,36.5,173.75
86.77,63.0,119.43,10.14,204,2351,10160,24.76,63.3,1193.46,311.44
82.57,44.14,110.87,12.07,187,1120,6343,21.39,60.97,353.08,305.98
5.27,32.67,38.27,26.31,34,187,1000,11.82,32.8,11.96,182.92
84.56,39.22,104.96,18.03,204,1389,7334,26.54,60.73,6005.58,311.38
47.37,44.36,60.03,39.78,95,711,3789,16.54,42.84,184.09,261.75
88.45,70.61,123.47,20.31,250,1948,9128,26.06,65.03,122.65,326.27
94.36,60.48,119.25,13.52,218,1244,7607,25.4,64.56,1.5,288.05
87.85,78.71,111.26,11.57,212,1757,9097,27.44,60.58,9738.63,341.29
5.0,5.0,75.33,49.43,55,152,1000,9.17,31.74,19.95,217.51
56.73,19.96,66.25,48.86,180,1033,5606,16.87,49.3,27.31,226.83
44.34,44.89,99.84,7.69,87,877,4531,16.04,41.59,305.78,239.86
86.22,84.49,110.86,10.32,201,1151,6611,25.64,66.93,42.01,355.26
57.79,29.74,77.97,18.67,172,1112,5579,18.92,53.24,1728.88,280.08
5.0,47.63,56.13,14.81,46,471,1009,10.03,30.0,370.51,194.69
21.19,36.33,65.18,13.86,64,372,1522,14.46,34.08,1.68,221.69
44.18,64.15,63.06,8.35,89,763,4502,17.68,41.57,2087.14,307.67
93.48,59.58,102.99,5.8,217,2376,10893,25.8,60.29,35.65,315.41
14.15,32.51,26.79,5.0,20,100,1761,11.1,34.84,205.14,159.98
50.33,69.71,86.96,27.31,167,983,5372,21.22,48.65,15.71,254.61
18.01,26.82,43.71,13.72,53,180,1000,11.41,31.02,5.84,182.84
97.73,47.83,116.12,19.55,242,1145,7744,25.34,64.78,1592.1,367.88
80.82,85.54,124.72,9.33,179,1420,7223,25.44,62.02,4.95,309.0
61.47,63.28,84.63,17.26,223,998,5281,19.89,52.31,849.28,295.55
75.09,34.46,74.06,10.13,201,2343,9191,19.16,57.07,24.08,301.48
96.65,59.88,113.99,13.37,255,1631,8786,33.65,66.68,2953.95,382.16
54.29,57.08,81.94,5.74,137,946,3916,18.79,53.11,19.69,298.03
55.05,60.78,70.81,5.0,152,1523,6557,20.66,50.49,8248.57,292.33
18.89,15.77,35.12,17.7,20,215,1000,9.87,38.5,46.63,178.32
41.24,22.63,44.3,9.64,186,682,2916,13.06,52.15,72.62,172.55
43.02,40.67,51.95,9.14,134,689,3542,17.37,46.64,23.55,231.17
49.15,52.79,63.76,10.85,134,1323,5238,18.89,51.79,5.8,255.5
53.0,39.91,68.69,8.86,124,1508,5976,16.86,50.04,18.89,298.17
69.58,71.81,103.62,8.7,201,719,5828,27.26,85.51,8.14,372.88
15.57,43.71,47.19,21.15,66,492,2500,19.83,37.71,290.41,191.59
46.2,51.94,70.0,10.0,86,763,4620,16.17,46.59,5.66,317.56
5.0,20.69,28.36,15.82,65,530,1256,8.05,31.51,5.35,165.84
88.91,64.22,99.09,14.92,267,1029,6946,28.11,64.33,1.0,346.25
5.0,18.34,20.0,20.42,55,532,1000,7.95,30.0,2.27,220.86
93.78,54.68,105.83,18.57,222,1320,8297,24.2,59.67,2237.76,357.43
13.5,36.53,26.71,6.54,43,219,2236,10.41,34.94,7.67,218.26
5.0,18.61,20.0,18.54,53,356,1093,14.78,31.03,2539.44,197.52
41.79,57.94,69.29,38.63,131,582,3401,18.6,47.14,3782.19,275.27
99.73,62.79,111.89,6.89,246,2360,11146,29.45,70.03,1645.96,412.69
86.36,54.37,112.96,20.79,201,720,6193,28.43,69.02,537.51,400.34
13.05,7.59,20.0,29.09,72,472,1826,9.61,38.17,76.26,200.54
82.16,46.68,90.15,11.88,197,1344,7095,25.51,56.25,7.64,294.24
16.73,8.21,20.0,5.0,67,212,1248,8.3,33.16,1.51,152.5
98.25,59.76,104.89,14.51,251,1897,9393,26.5,66.2,3593.97,365.59
83.72,79.13,124.17,30.03,258,1799,8277,24.32,60.81,442.21,353.5
45.8,56.74,61.54,32.95,147,1160,5304,17.84,45.66,49.38,300.93
55.89,62.24,93.72,8.96,176,1835,8219,22.31,48.89,8678.56,272.83
94.88,61.95,131.64,10.21,222,1574,8772,29.81,60.53,7.66,323.53
47.07,57.34,73.57,16.6,149,414,3019,16.83,44.24,452.61,285.16
5.0,11.88,20.0,30.82,20,171,1000,7.71,31.23,8.69,181.46
84.6,54.22,117.6,7.65,232,2500,11382,29.34,55.06,13.08,349.2
9.77,5.0,24.79,15.15,81,287,1156,9.12,31.23,9.92,190.39
47.76,49.61,84.09,19.19,91,1083,5529,25.25,47.15,42.59,270.14
44.64,41.01,61.39,11.69,172,1491,6121,15.17,45.28,1070.1,246.83
55.61,16.68,92.41,54.59,191,890,5453,14.81,48.07,10805.93,305.89
84.96,47.55,96.51,8.65,238,1953,9697,35.0,57.14,9769.28,371.23
46.38,35.7,84.56,8.74,157,1316,5065,15.82,45.04,11.97,202.34
13.48,9.9,25.53,5.76,50,181,1000,8.24,36.15,37.26,158.05
15.55,15.06,33.87,9.19,71,302,2063,26.44,36.04,18.27,208.32
78.42,51.78,90.82,16.42,236,1403,7674,20.97,58.9,44.1,303.45
5.0,5.0,33.64,9.24,51,331,1000,13.03,31.77,39.75,193.92
91.55,45.72,114.65,8.2,252,765,6266,25.63,63.76,16.48,395.55
91.8,68.61,118.76,17.4,228,1493,6956,35.0,65.43,8024.66,354.82
46.76,55.09,60.35,18.76,118,520,3726,16.5,49.45,6.71,271.13
5.0,24.22,20.18,18.34,20,214,1494,9.31,31.0,14.31,150.0
45.97,56.66,60.13,13.38,104,910,4663,17.8,46.8,49.66,282.88
46.75,58.27,91.58,20.11,106,1161,5639,17.02,48.81,2.67,205.82
17.69,42.04,33.24,23.17,81,646,2925,12.81,40.24,20.79,206.27
77.32,61.35,91.23,13.56,222,2271,10024,21.75,57.49,2.18,321.12
45.99,65.53,71.47,27.66,139,1557,5951,19.06,49.19,18.06,244.07
93.74,54.69,138.79,40.32,234,1815,8859,30.62,64.84,590.02,339.38
42.54,23.48,105.58,5.0,106,475,3231,18.08,43.03,17.35,203.83
48.67,61.78,93.19,60.6,104,334,2460,19.22,47.05,402.94,250.88
12.1,17.09,20.0,24.11,40,281,1191,15.53,38.72,8.2,179.81
5.0,5.0,28.31,7.86,59,561,2364,6.21,33.04,4.29,182.78
71.89,58.48,87.04,11.66,154,966,6575,22.21,60.52,3293.11,384.25
54.39,19.06,52.88,8.35,163,975,5948,16.7,51.95,36.79,303.56
48.5,27.28,50.63,19.63,127,1215,5635,15.11,44.95,2670.16,300.67
88.46,86.83,130.23,17.0,248,2345,10198,28.52,66.08,258.12,389.8
48.15,56.25,69.48,13.18,188,1999,8664,20.06,40.35,137.19,309.81
95.45,62.43,190.7,13.71,247,1566,8166,25.77,66.04,6.24,385.09
68.43,42.27,92.96,15.67,177,1243,6773,23.16,53.81,2.88,235.56
96.93,55.56,119.55,6.26,218,853,6982,27.16,69.69,2.28,358.53
7.89,12.64,59.14,25.58,23,231,1288,11.0,34.55,3841.66,177.97
19.04,47.75,34.65,19.91,110,836,2562,12.86,36.11,105.56,204.15
92.58,56.03,132.54,15.15,223,2359,10652,23.55,65.46,176.87,378.53
17.74,35.87,50.04,10.63,52,416,1759,14.34,32.48,165.81,227.88
55.37,40.75,68.23,11.41,139,1438,6702,17.51,50.89,1.63,275.18
49.4,61.43,102.34,10.7,148,857,4551,17.69,46.3,3.01,246.94
12.79,20.44,24.2,13.96,64,100,1903,9.72,35.04,6331.61,238.17
50.85,41.49,60.44,28.89,125,482,3595,19.77,50.95,1101.38,293.89
9.02,45.62,64.87,22.69,27,205,1660,13.09,33.28,723.63,169.18
98.89,88.45,131.45,18.41,278,1993,10476,35.0,65.63,5.72,379.42
87.71,90.2,108.36,32.9,267,2500,11649,27.68,65.66,6.8,356.7
96.39,44.07,112.41,11.91,254,2500,11134,27.79,66.68,5.58,340.34
81.21,86.98,103.71,27.17,233,2265,9531,24.49,59.88,1216.75,355.41
49.96,18.45,72.01,25.9,146,423,2999,14.25,47.08,6600.14,271.52
49.46,49.91,81.87,5.72,135,742,3780,18.18,44.32,17.04,262.22
82.9,60.57,113.29,13.31,207,921,6113,26.43,64.02,2.3,313.16
61.85,57.29,110.2,7.56,168,953,4740,23.13,51.65,14768.88,275.45
44.69,54.99,88.07,16.16,92,336,1993,16.79,48.14,435.71,274.76
95.81,63.21,114.69,6.17,209,737,6007,27.76,65.81,2501.84,328.83
12.19,32.4,25.09,7.95,57,572,2036,11.11,36.27,20.96,234.58
94.19,65.32,137.98,12.66,240,1368,8069,27.33,62.59,14.14,365.68
12.57,32.09,25.49,10.19,21,100,1000,10.54,36.64,323.21,176.89
53.26,70.92,100.99,38.19,145,1500,6534,19.47,48.01,49.99,338.11
53.71,77.88,87.75,15.51,159,957,5216,19.65,50.9,78.91,279.43
5.55,44.03,29.62,18.1,24,151,1217,15.2,31.07,1.24,219.36
5.02,14.0,20.0,9.02,32,257,1000,11.95,30.0,84.66,182.31
95.01,65.94,123.67,14.0,242,2500,10823,25.88,65.17,5.23,407.38
14.51,17.14,47.16,9.14,106,1215,4540,23.27,35.83,1728.31,243.25
5.41,19.28,42.35,18.75,43,100,1015,16.85,31.86,95.41,174.43
17.05,22.54,38.19,15.05,49,159,1377,11.94,34.44,4.39,170.53
14.34,20.2,38.87,10.69,61,410,1701,9.31,35.05,218.67,189.62
44.24,24.13,57.42,5.57,175,1326,6527,16.33,47.22,2434.01,253.51
43.74,38.18,51.77,37.84,139,620,3388,16.71,45.21,13416.55,304.33
57.0,24.95,62.65,12.65,143,1764,8727,22.95,53.4,1547.01,287.95
5.0,19.26,28.38,10.72,70,611,2288,10.4,32.71,12.38,194.78
7.7,5.0,29.5,9.77,43,100,1000,7.17,34.74,1873.7,186.53
10.42,5.0,21.02,8.64,64,390,1905,7.33,30.62,3010.59,182.54
85.61,50.39,105.87,17.47,226,1076,7056,22.73,61.63,11.93,322.18
96.8,48.58,119.26,22.56,200,1154,6316,24.29,65.14,21.43,361.33
47.41,60.4,99.66,40.96,98,482,2978,16.98,51.51,9.22,296.1
53.93,64.37,71.21,12.82,143,1433,6977,23.53,54.67,12.16,276.33
20.18,31.87,45.15,51.7,74,247,1000,11.93,34.4,26.71,230.76
14.13,33.86,32.19,34.56,62,365,2141,10.38,37.24,28.52,173.49
5.0,27.31,53.75,11.05,57,175,1154,10.64,32.37,39.65,193.31
52.24,70.76,79.99,16.08,187,1275,6729,21.33,47.52,454.63,247.91
57.13,74.92,82.49,11.34,125,1019,5085,19.95,43.46,8.59,254.0
77.96,48.95,88.14,16.24,181,678,6115,30.67,61.03,6207.72,312.62
78.88,67.53,90.28,17.17,191,2097,8829,25.57,59.38,8.39,367.9
58.16,58.84,71.79,8.43,114,323,3607,19.64,53.25,646.04,275.6
15.36,27.66,62.12,15.78,29,334,1595,11.11,38.23,7532.0,186.71
52.94,49.09,84.77,13.31,167,1663,6771,18.07,50.01,2.36,268.03
75.97,78.44,124.77,7.96,191,1448,6932,22.86,59.25,51.17,281.55
96.7,53.02,115.6,10.94,246,1401,8371,27.9,67.34,207.97,358.2
86.51,59.48,112.44,5.89,225,2087,9908,24.81,56.95,6.1,348.8
7.93,15.84,20.0,72.01,56,515,2697,8.69,34.23,12060.95,215.35
9.09,20.57,20.0,5.39,60,660,1917,10.7,36.67,20.36,229.04
90.54,59.28,96.53,30.23,233,2500,11307,25.21,62.74,40.97,312.56
45.65,42.01,59.13,6.76,133,1285,5750,17.46,43.26,6.18,272.84
22.12,34.31,37.34,44.34,73,747,3740,11.28,33.78,5.28,239.71
13.42,15.09,20.0,15.67,44,381,1183,8.46,42.24,301.81,153.41
46.03,31.29,72.52,22.26,109,434,3878,18.58,43.46,15.44,230.46
48.78,67.27,74.73,39.27,159,560,4379,24.08,45.88,23.46,268.51
72.41,56.96,84.34,17.82,193,1908,8956,24.53,56.5,10.99,304.02
13.5,8.36,21.57,7.33,104,312,1004,17.25,30.0,92.39,176.76
52.99,50.27,65.84,6.8,144,1054,5038,18.52,52.44,4793.45,252.55
84.28,95.0,130.33,32.29,197,1553,7559,25.36,65.78,7.57,328.0
49.71,9.9,44.14,40.88,93,581,3514,20.08,46.53,603.11,250.71
5.14,34.2,49.14,19.82,46,178,1000,11.25,37.87,1525.95,213.92
48.66,30.71,51.63,10.09,148,1530,5755,18.94,53.36,3642.25,245.18
48.41,65.86,85.1,27.41,126,328,2870,19.68,44.69,6049.95,241.9
5.0,9.77,20.0,14.4,20,200,1000,9.4,30.0,13035.47,194.52
15.34,33.29,32.71,9.39,20,197,1312,10.57,36.6,1.17,201.83
93.39,62.91,142.23,14.92,223,1406,7419,28.74,67.19,6.92,328.83
51.78,19.39,230.13,14.96,117,1411,8453,15.36,47.42,1030.2,254.35
51.54,97.03,67.8,11.65,119,901,5056,35.0,50.83,3.88,310.15
8.21,10.08,20.0,19.85,76,257,1295,11.05,33.78,147.76,150.0
98.84,55.68,70.7,28.8,50,283,1736,11.95,45.46,5427.26,320.62
90.25,49.48,92.43,20.51,213,1086,7174,22.69,67.42,1945.19,325.55
58.18,63.77,74.36,25.68,164,918,4271,19.39,52.44,625.62,301.19
56.81,23.88,81.89,14.02,158,617,3958,26.48,49.76,169.93,275.34
90.53,60.37,133.94,21.28,252,2500,11132,28.22,67.55,51.39,329.01
49.82,47.59,104.08,10.21,143,1565,7438,25.07,47.77,714.94,284.37
5.0,5.0,20.1,8.85,20,219,1000,6.22,35.92,38.79,191.85
7.45,37.26,39.12,21.55,44,100,1000,14.1,31.66,2.69,195.82
6.9,18.05,21.11,10.4,77,558,1063,11.0,31.81,28.72,153.34
46.09,52.47,89.83,24.45,159,1670,6356,16.73,50.19,1.4,276.91
21.66,5.0,93.8,8.98,77,514,2445,15.8,33.74,1346.03,202.35
7.25,17.42,20.0,22.6,32,318,1000,9.8,32.36,1162.24,173.75
35.02,27.45,41.89,8.53,116,556,2499,26.93,45.31,77.74,284.15
79.35,55.02,99.04,13.05,189,827,5219,22.34,59.19,2.35,371.63
50.2,42.5,59.53,10.08,159,717,4180,18.76,41.72,3107.82,302.33
18.03,14.44,47.47,16.24,62,553,2725,10.06,39.36,47.14,173.4
47.23,29.77,71.02,18.08,113,1339,5331,17.4,43.54,4.57,273.19
53.0,38.58,58.14,34.93,148,1565,7066,18.48,49.92,8166.16,272.78
48.94,65.62,78.03,8.58,171,892,4554,18.35,48.35,32.46,273.45
42.58,46.02,95.43,30.33,138,775,3333,21.98,43.03,616.5,238.07
92.97,63.72,110.73,6.37,246,1427,7721,27.17,64.08,70.9,339.55
91.27,78.93,120.63,8.75,208,982,6778,25.27,67.01,430.84,368.25
44.98,62.41,70.93,16.78,94,913,3892,20.28,45.87,3.46,218.21
44.29,47.96,60.89,9.75,112,1384,6358,18.7,46.21,2.25,252.36
52.55,47.01,60.98,11.68,169,628,4587,17.95,47.13,192.61,290.33
63.54,73.32,82.85,12.15,171,1691,7186,25.65,51.64,8.71,298.77
7.26,8.65,21.43,11.9,46,334,1000,7.93,34.65,111.46,250.78
48.47,62.6,98.12,21.62,165,1756,6609,17.28,45.52,40.12,213.23
40.11,48.99,103.77,9.7,61,215,2680,15.13,46.5,17.29,212.72
51.19,55.16,103.06,11.5,149,805,5040,23.45,47.64,9.14,277.0
72.14,61.11,124.19,13.92,248,2500,11603,27.27,86.48,1.05,316.62
77.98,48.97,102.42,30.36,227,1497,7334,21.53,57.97,1952.65,312.25
50.62,59.58,100.11,7.88,152,486,3460,23.36,47.65,14663.17,265.5
44.61,52.33,58.13,10.48,139,1205,5350,20.35,45.98,5.95,221.59
58.6,47.72,77.01,14.31,157,1101,5506,19.72,47.52,3672.48,268.7
92.7,95.0,115.0,34.67,300,2467,11054,32.21,66.6,9841.42,408.08
7.56,36.75,30.99,15.97,55,311,1000,9.59,32.86,19.07,150.0
5.0,19.85,46.22,12.61,33,237,1029,7.53,30.0,1065.74,150.0
6.15,42.51,33.55,15.77,20,100,1000,15.54,30.0,1034.82,219.99
8.19,15.23,20.0,8.3,20,100,1043,9.48,31.93,1114.09,215.02
15.05,5.0,31.52,40.15,64,358,1456,20.64,36.57,100.75,226.17
47.19,51.03,71.0,30.57,174,1636,7217,18.56,44.89,4176.68,249.21
12.21,30.12,65.13,33.29,84,760,3459,15.36,34.12,18.76,205.01
12.88,14.05,29.02,24.32,52,168,1000,10.93,35.79,264.3,162.92
21.96,51.04,39.94,7.27,79,1041,4360,12.48,36.66,1326.88,179.44
80.94,89.67,154.57,14.01,180,1735,8586,30.22,66.16,7.5,342.02
86.05,70.04,102.6,5.9,230,2288,10590,25.79,58.67,1.4,356.17
95.63,85.13,113.95,13.65,233,1046,6478,27.6,64.17,1.61,368.46
45.41,41.98,60.46,18.02,115,776,3842,18.69,49.32,3421.71,246.91
96.01,76.73,115.72,15.04,276,2500,11512,35.0,68.64,225.91,445.8
46.46,9.65,42.66,7.12,167,1390,5245,15.02,43.73,2.7,314.82
13.42,5.0,34.04,9.11,70,628,2995,16.13,36.88,9346.11,234.16
49.22,60.01,69.44,16.58,114,1523,6932,17.31,42.26,1.67,217.53
82.25,54.77,93.41,24.7,211,1719,8376,25.52,61.92,2.82,364.42
48.5,44.83,58.58,17.15,114,937,4335,22.46,53.4,126.97,253.16
96.01,49.96,112.04,21.15,243,2500,11076,23.67,66.15,5.25,404.45
84.42,57.79,119.96,23.17,172,1197,7548,28.44,61.07,1304.86,311.27
45.68,30.15,64.64,5.14,175,1781,6983,15.19,45.99,402.17,247.21
92.79,57.17,97.63,19.76,243,1128,6399,35.0,68.1,2048.04,343.61
8.93,38.99,25.16,8.19,53,335,2808,12.53,37.23,24.59,215.65
5.0,39.95,22.79,9.45,84,623,2173,11.34,30.29,634.74,204.19
83.87,72.31,124.54,21.83,256,1304,8039,32.32,65.42,1.87,395.94
24.03,31.58,43.95,23.27,45,152,1501,15.0,37.22,8.08,163.63
15.52,17.25,20.96,31.41,80,724,3084,17.85,30.0,60.88,216.87
44.58,43.51,60.09,8.79,154,1580,6477,19.61,47.98,8229.25,327.06
6.45,32.34,73.27,32.01,74,848,2440,13.4,30.0,6338.49,226.99
39.32,52.27,59.82,26.06,85,598,3058,19.57,42.4,1871.86,294.21
12.59,30.69,50.99,9.56,50,350,1627,10.96,32.87,6.54,195.36
10.8,35.25,38.73,11.43,34,119,1000,12.41,86.7,112.98,189.9
79.52,51.77,116.41,32.89,205,1754,8045,21.39,58.71,15.85,308.6
53.52,43.46,231.79,14.55,135,1803,10943,17.12,49.99,2.44,267.15
49.97,41.53,57.61,6.67,127,920,5197,15.97,48.77,134.59,284.2
5.0,10.63,43.65,15.52,67,727,1653,7.11,30.0,111.87,216.92
58.6,53.46,90.37,24.64,128,910,5039,18.91,50.58,363.3,269.33
44.61,17.99,53.47,12.67,125,1073,4920,17.4,46.83,191.64,285.59
5.0,5.01,20.0,10.79,52,221,1000,6.42,30.0,93.77,190.62
51.74,55.21,73.82,43.53,127,1128,6127,18.59,46.49,84.96,297.84
50.61,45.24,77.53,9.77,139,1553,6319,25.08,48.31,624.5,319.07
54.75,37.43,63.64,22.93,105,1018,5525,22.25,56.16,87.03,266.25
7.04,5.0,20.0,28.7,84,1042,3059,9.96,35.79,47.12,227.68
85.15,86.16,103.3,12.84,172,1137,6010,26.66,58.39,1.91,347.45
87.73,85.86,108.56,23.59,244,2499,11041,25.78,62.95,14392.62,377.33
51.01,22.9,70.05,5.0,188,1640,7509,26.57,51.08,27.32,251.93
51.88,48.82,64.2,11.84,150,931,4524,24.95,50.0,1353.38,328.25
80.98,56.12,100.0,17.97,212,1479,7462,28.56,58.96,17.02,307.31
5.0,16.29,46.71,30.87,28,274,1107,9.16,30.0,17.38,171.63
8.36,51.56,34.99,9.31,20,113,1000,11.14,37.13,3.09,196.91
87.2,51.6,98.89,29.78,217,2500,11394,24.15,65.25,9649.01,396.93
96.87,30.55,47.58,5.67,78,1034,4074,10.46,47.66,97.64,354.41
94.95,80.45,110.42,15.22,211,1128,6504,29.1,66.61,10160.02,426.87
18.52,10.46,33.33,19.55,50,415,2228,12.23,35.58,22.23,210.06
43.02,62.69,80.55,8.4,97,497,3261,19.73,41.35,751.64,250.35
12.79,24.79,35.4,8.94,24,100,1000,11.12,31.22,3.92,194.05
16.26,29.61,41.65,18.34,69,585,1656,15.53,34.54,5.02,198.37
41.62,23.96,70.6,16.83,122,481,2769,16.7,44.3,9153.32,256.15
14.09,5.0,20.0,8.51,33,147,1000,12.17,34.44,1515.02,169.01
50.63,36.72,62.81,15.93,164,1907,7472,24.89,51.61,1.39,314.39
94.52,76.58,110.45,22.25,229,1968,9507,31.57,67.67,829.68,348.31
53.97,28.83,66.74,12.47,229,1386,5651,16.62,47.76,9.47,271.39
86.76,74.66,102.25,12.64,239,1090,7377,25.72,58.75,1072.96,292.8
80.35,85.39,164.89,12.78,171,2109,8907,27.75,60.41,3.84,335.38
13.06,19.45,21.15,6.94,53,496,1777,14.2,36.42,3367.16,177.32
92.49,74.7,115.31,7.18,268,2500,10485,25.84,58.22,439.6,356.36
79.45,75.81,95.53,33.74,215,1379,6411,29.58,59.05,4.16,339.41
18.53,41.25,37.03,10.17,82,778,2921,12.79,37.5,368.93,236.5
84.69,73.84,102.94,17.67,188,1006,6549,26.13,65.56,82.9,356.9
5.0,31.04,28.63,30.47,52,764,2447,11.69,30.0,492.9,220.56
55.06,69.82,77.32,5.0,160,1222,5590,21.7,53.15,1.32,241.77
49.65,27.65,85.52,20.93,120,857,4585,16.53,49.81,1419.09,303.0
92.78,89.03,110.45,18.9,222,1983,9540,32.27,63.08,3788.09,378.86
84.49,85.34,109.88,16.92,254,1597,8509,24.57,63.11,2.99,312.37
60.41,43.86,72.8,12.93,190,1367,5831,18.46,56.19,549.28,332.38
9.94,44.76,50.29,47.77,37,100,1340,11.02,38.28,70.35,259.07
5.0,21.48,20.0,19.97,49,537,1463,8.29,33.17,38.25,150.0
50.34,22.8,71.63,8.77,175,1985,8132,17.49,51.33,174.49,296.96
89.09,79.25,109.16,9.3,211,1253,7341,28.82,62.32,1.83,284.77
48.03,39.11,58.89,20.63,145,1321,6712,18.56,52.31,7976.34,225.52
6.6,28.2,21.61,15.11,20,293,1000,9.0,30.0,83.2,235.32
11.17,5.0,26.19,16.94,46,318,1608,11.11,35.38,4285.17,250.08
7.91,13.86,20.0,25.83,45,428,1909,13.66,31.47,388.7,167.3
52.77,27.0,53.84,21.93,137,1174,6524,19.16,49.87,117.66,233.4
71.44,46.94,116.72,15.27,204,2500,10493,22.89,58.4,309.08,281.31
22.48,44.3,39.16,14.38,86,1026,4871,17.67,43.29,104.91,258.58
7.84,21.27,43.77,8.89,20,100,1000,9.53,31.16,18.97,169.99
91.31,59.48,98.95,23.66,225,1762,9036,25.1,66.95,296.51,334.16
46.02,42.11,83.72,20.25,172,527,3225,17.26,43.67,1741.51,325.66
46.08,28.71,53.44,24.16,142,1011,5955,28.82,40.42,1.18,265.83
14.72,43.21,50.22,34.01,44,553,2745,15.67,41.86,22.16,246.0
89.8,85.29,129.67,12.89,191,1058,6696,25.83,61.36,1.16,379.98
84.18,56.31,93.97,24.47,212,1336,7598,24.08,58.21,119.05,328.38
44.42,40.91,90.22,18.65,143,549,3862,15.08,43.15,10.07,227.36
42.87,18.49,53.15,28.44,94,1135,4457,14.67,48.06,10509.82,258.56
91.39,62.27,114.78,21.76,239,2389,11003,24.39,65.02,3.18,328.96
63.57,36.41,71.66,24.77,180,1439,7751,18.56,48.41,20.51,264.38
24.82,41.77,47.16,25.3,86,389,2203,17.67,38.78,4193.15,210.44
46.43,38.02,55.11,8.13,187,913,4918,18.01,44.51,3492.49,261.14
88.11,52.21,101.83,29.13,229,1991,9852,24.2,62.86,9.33,308.38
99.35,88.4,130.68,29.79,292,2409,10583,32.48,61.8,8702.37,383.43
89.82,53.11,103.55,17.91,262,2036,8958,23.9,63.28,221.85,337.98
96.56,63.03,115.48,52.79,257,2500,11156,29.8,64.14,216.04,385.29
90.4,62.84,103.37,6.89,255,1663,8607,24.44,63.99,154.72,329.25
5.0,5.0,20.0,9.68,44,477,1080,9.66,33.04,51.32,184.06
5.0,7.22,20.0,20.54,52,353,1067,9.55,33.64,5662.78,189.5
53.58,27.82,88.03,12.43,182,1797,7765,18.7,49.95,406.15,257.78
14.48,43.86,39.06,34.59,44,555,1258,10.71,37.74,4176.15,216.57
7.57,36.88,32.38,21.65,58,600,1836,10.66,31.36,439.44,188.49
19.12,45.31,68.18,16.81,126,1302,4231,12.26,33.77,1.11,178.67
5.0,43.02,66.61,18.27,58,360,2133,9.8,85.03,5764.21,203.74
49.68,64.91,81.97,11.63,153,721,4247,18.78,43.81,2.68,210.35
40.59,58.96,58.35,15.95,125,672,3254,16.09,41.56,5.34,246.59
6.82,25.02,20.0,10.84,20,181,1261,15.26,32.54,36.94,204.75
14.26,67.86,41.67,22.12,98,1193,4629,17.25,37.83,197.36,185.26
53.85,43.81,108.11,17.31,169,734,4328,18.84,46.93,4790.5,302.39
56.09,38.45,85.76,10.75,117,1335,6859,30.22,45.43,1149.36,270.46
21.88,24.01,45.31,11.5,69,184,1940,11.67,41.48,22.43,217.29
92.59,89.63,133.53,36.1,201,804,5909,31.3,60.11,55.87,352.83
88.22,37.71,86.42,10.08,260,2294,9413,27.93,63.95,1.25,322.62
51.82,51.03,64.35,20.13,164,1330,5442,17.49,51.5,336.55,283.92
12.3,23.41,32.26,8.95,39,422,1177,10.77,36.84,56.42,212.8
56.97,51.08,67.58,16.09,143,877,4902,18.03,48.36,4516.8,330.66
85.75,47.78,99.83,27.26,182,1751,8472,27.23,61.07,2141.85,328.32
8.17,23.47,39.8,7.37,73,741,2876,12.22,33.58,1297.33,161.9
58.87,63.14,81.74,32.5,157,1941,8474,24.38,49.28,166.63,287.64
5.0,17.65,20.0,14.72,67,637,1707,7.18,30.0,14654.48,201.17
53.68,31.11,67.27,13.19,173,646,2812,19.51,52.09,27.32,244.34
99.11,74.7,123.95,22.33,246,1916,9012,31.65,66.59,21.03,374.88
93.08,64.3,106.34,21.79,187,1654,8910,24.9,60.78,3.46,363.12
86.12,73.91,101.47,35.83,263,2500,12896,27.76,59.59,184.66,364.79
97.19,74.75,128.01,9.34,222,1904,9367,28.84,70.49,8160.31,435.73
83.05,57.81,147.96,12.89,270,2275,10643,26.1,60.64,176.61,300.77
5.0,10.12,20.0,15.8,20,429,1719,8.72,30.0,5635.38,191.78
88.15,40.55,130.07,17.0,207,1352,7410,21.69,62.62,57.25,335.21
58.88,53.65,82.68,40.15,151,526,4176,19.87,50.35,58.1,324.24
